param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_1354_pop_0,-0.000727,-0.000608,-0.063490,0.060419
alpha_loc_1355_pop_0,-0.001229,-0.001264,-0.063103,0.058981
alpha_loc_1356_pop_0,-0.000856,-0.000819,-0.061962,0.059307
alpha_loc_1357_pop_0,-0.000298,-0.000338,-0.061420,0.061956
alpha_loc_1358_pop_0,0.000503,0.000161,-0.062582,0.062962
alpha_loc_1359_pop_0,-0.000388,-0.000192,-0.064479,0.062820
alpha_loc_1360_pop_0,-0.003007,-0.002486,-0.065418,0.057093
alpha_loc_1361_pop_0,0.001744,0.001429,-0.060669,0.065950
alpha_loc_1362_pop_0,0.000095,-0.000297,-0.060985,0.063375
alpha_loc_1363_pop_0,0.000791,0.000816,-0.058523,0.062374
alpha_loc_1364_pop_0,0.000182,0.000255,-0.062596,0.061183
alpha_loc_1365_pop_0,0.000106,-0.000281,-0.061228,0.062350
alpha_loc_1366_pop_0,-0.000970,-0.000369,-0.064204,0.060449
alpha_loc_1367_pop_0,0.000036,-0.000356,-0.063080,0.061645
alpha_loc_1368_pop_0,-0.000918,-0.000587,-0.063150,0.059661
alpha_loc_1369_pop_0,-0.000893,-0.001046,-0.063535,0.061486
alpha_loc_1370_pop_0,0.000662,0.000472,-0.060567,0.062530
alpha_loc_1371_pop_0,-0.000903,-0.000450,-0.063689,0.059795
alpha_loc_1372_pop_0,0.000309,0.000013,-0.061170,0.061564
alpha_loc_1373_pop_0,-0.003678,-0.002896,-0.067464,0.055784
alpha_loc_1374_pop_0,-0.000059,-0.000227,-0.060624,0.061749
alpha_loc_1375_pop_0,0.000432,0.000134,-0.061599,0.062576
alpha_loc_1376_pop_0,0.000040,0.000171,-0.061664,0.060431
alpha_loc_1377_pop_0,0.000286,0.000019,-0.062015,0.062506
alpha_loc_1378_pop_0,-0.000653,-0.000082,-0.063332,0.060538
alpha_loc_1379_pop_0,-0.000059,0.000003,-0.063286,0.061887
alpha_loc_1380_pop_0,0.000245,0.000317,-0.059537,0.061480
alpha_loc_1381_pop_0,-0.000079,-0.000079,-0.061526,0.061660
alpha_loc_1382_pop_0,-0.000566,-0.000140,-0.063570,0.059343
alpha_loc_1383_pop_0,0.000096,-0.000131,-0.059307,0.062217
alpha_loc_1384_pop_0,0.000932,0.000954,-0.061182,0.064031
alpha_loc_1385_pop_0,-0.000029,-0.000106,-0.063200,0.062189
alpha_loc_1386_pop_0,0.000117,0.000096,-0.063880,0.063599
alpha_loc_1387_pop_0,-0.000564,-0.000394,-0.063466,0.060537
alpha_loc_1388_pop_0,-0.001041,-0.000604,-0.063351,0.059838
alpha_loc_1389_pop_0,-0.000484,-0.000198,-0.062472,0.061975
alpha_loc_1390_pop_0,0.000234,0.000360,-0.062817,0.061902
alpha_loc_1391_pop_0,0.000304,0.000443,-0.061695,0.060561
alpha_loc_1392_pop_0,0.000246,-0.000109,-0.061095,0.062492
alpha_loc_1393_pop_0,0.000000,0.000178,-0.062909,0.062713
alpha_loc_1394_pop_0,-0.000136,-0.000339,-0.060432,0.061517
alpha_loc_1395_pop_0,0.000166,0.000026,-0.059863,0.061639
alpha_loc_1396_pop_0,0.001631,0.001042,-0.058197,0.064247
alpha_loc_1397_pop_0,-0.000197,0.000056,-0.062354,0.059915
alpha_loc_1398_pop_0,-0.000227,-0.000059,-0.062687,0.061822
alpha_loc_1399_pop_0,-0.000170,-0.000101,-0.060952,0.061644
alpha_loc_1400_pop_0,0.001369,0.000745,-0.059686,0.065187
alpha_loc_1401_pop_0,-0.000183,0.000123,-0.061434,0.061330
alpha_loc_1402_pop_0,-0.000517,-0.000929,-0.063127,0.062573
alpha_loc_1403_pop_0,0.000121,-0.000035,-0.062439,0.063403
alpha_loc_1404_pop_0,-0.000475,-0.000544,-0.063597,0.061869
alpha_loc_1405_pop_0,-0.000223,-0.000032,-0.060604,0.062280
alpha_loc_1406_pop_0,-0.000517,-0.000613,-0.062135,0.061608
alpha_loc_1407_pop_0,0.002567,0.002011,-0.058736,0.066011
alpha_loc_1408_pop_0,-0.000016,-0.000232,-0.060633,0.062036
alpha_loc_1409_pop_0,-0.001997,-0.001565,-0.065884,0.058523
alpha_loc_1410_pop_0,0.000239,0.000127,-0.061139,0.061087
alpha_loc_1411_pop_0,0.000189,0.000339,-0.062099,0.063505
alpha_loc_1412_pop_0,-0.001029,-0.001131,-0.061683,0.061572
alpha_loc_1413_pop_0,0.000954,0.001104,-0.060556,0.060511
alpha_loc_1414_pop_0,-0.000576,-0.000577,-0.064148,0.060589
alpha_loc_1415_pop_0,0.001654,0.001253,-0.059024,0.063488
alpha_loc_1416_pop_0,0.001022,0.000486,-0.059511,0.063423
alpha_loc_1417_pop_0,0.001042,0.001249,-0.060683,0.063056
alpha_loc_1418_pop_0,0.000163,0.000281,-0.061803,0.060911
alpha_loc_1419_pop_0,-0.000239,-0.000146,-0.061580,0.060436
alpha_loc_1420_pop_0,0.000394,0.000114,-0.060630,0.062066
alpha_loc_1421_pop_0,0.000980,0.000802,-0.061614,0.063786
alpha_loc_1422_pop_0,0.000155,0.000290,-0.062046,0.062861
alpha_loc_1423_pop_0,0.000995,0.001219,-0.061406,0.062546
alpha_loc_1424_pop_0,0.000111,0.000109,-0.061101,0.062066
alpha_loc_1425_pop_0,0.000466,0.000274,-0.063024,0.063581
alpha_loc_1426_pop_0,-0.000515,-0.000221,-0.062697,0.060097
alpha_loc_1427_pop_0,-0.000031,-0.000217,-0.061579,0.062279
alpha_loc_1428_pop_0,-0.003562,-0.002782,-0.066173,0.055938
alpha_loc_1429_pop_0,-0.000308,-0.000004,-0.061867,0.059632
alpha_loc_1430_pop_0,0.002381,0.002048,-0.058600,0.064971
alpha_loc_1431_pop_0,0.001108,0.000915,-0.059560,0.063182
alpha_loc_1432_pop_0,0.000146,0.000393,-0.063234,0.061544
alpha_loc_1433_pop_0,0.000319,0.000263,-0.061017,0.061922
alpha_loc_1434_pop_0,0.000249,0.000199,-0.061988,0.062593
alpha_loc_1435_pop_0,-0.001418,-0.001637,-0.065818,0.060647
alpha_loc_1436_pop_0,-0.000215,-0.000088,-0.063821,0.061175
alpha_loc_1437_pop_0,0.000194,-0.000151,-0.060970,0.062534
alpha_loc_1438_pop_0,0.000868,0.000560,-0.061742,0.062733
alpha_loc_1439_pop_0,0.000282,0.000506,-0.060503,0.061880
alpha_loc_1440_pop_0,-0.000322,-0.000361,-0.062354,0.061184
alpha_loc_1441_pop_0,-0.000487,-0.000482,-0.063530,0.060417
alpha_loc_1442_pop_0,0.000010,-0.000018,-0.061720,0.060459
alpha_loc_1443_pop_0,0.000213,0.000460,-0.063463,0.063738
alpha_loc_1444_pop_0,0.001280,0.001084,-0.059798,0.062833
alpha_loc_1445_pop_0,0.000275,0.000141,-0.061601,0.062866
alpha_loc_1446_pop_0,-0.000707,-0.000767,-0.062212,0.061127
alpha_loc_1447_pop_0,0.000012,0.000492,-0.062723,0.060744
alpha_loc_1448_pop_0,0.000125,-0.000232,-0.062857,0.063202
alpha_loc_1449_pop_0,-0.000602,-0.000387,-0.062324,0.058700
alpha_loc_1450_pop_0,-0.000199,-0.000038,-0.063203,0.060579
alpha_loc_1451_pop_0,0.000552,0.000620,-0.060807,0.063566
alpha_loc_1452_pop_0,-0.000128,-0.000227,-0.061699,0.061901
alpha_loc_1453_pop_0,-0.000188,-0.000206,-0.061944,0.061441
alpha_loc_1454_pop_0,-0.000451,-0.000301,-0.062988,0.061360
alpha_loc_1455_pop_0,0.001460,0.001360,-0.058339,0.063758
alpha_loc_1456_pop_0,0.000544,0.000251,-0.060900,0.064809
alpha_loc_1457_pop_0,-0.000328,-0.000606,-0.061434,0.059426
alpha_loc_1458_pop_0,-0.000263,0.000015,-0.062823,0.061285
alpha_loc_1459_pop_0,0.000583,0.000643,-0.059236,0.062690
alpha_loc_1460_pop_0,0.000424,0.000823,-0.062048,0.061617
alpha_loc_1461_pop_0,-0.000893,-0.000791,-0.063201,0.061739
alpha_loc_1462_pop_0,-0.000271,-0.000218,-0.061112,0.059358
alpha_loc_1463_pop_0,-0.000134,-0.000174,-0.063596,0.063028
alpha_loc_1464_pop_0,0.000594,0.000202,-0.060507,0.064284
alpha_loc_1465_pop_0,0.000216,0.000641,-0.061348,0.059934
alpha_loc_1466_pop_0,0.000640,0.000855,-0.061877,0.062561
alpha_loc_1467_pop_0,-0.000635,-0.000564,-0.061691,0.059791
alpha_loc_1468_pop_0,0.000830,0.000642,-0.059986,0.063277
alpha_loc_1469_pop_0,-0.000210,-0.000383,-0.064130,0.063158
alpha_loc_1470_pop_0,-0.000696,-0.000251,-0.061678,0.058906
alpha_loc_1471_pop_0,0.000117,-0.000256,-0.061815,0.061032
alpha_loc_1472_pop_0,-0.000013,0.000117,-0.062100,0.061934
alpha_loc_1473_pop_0,0.000059,0.000160,-0.061903,0.063311
alpha_loc_1474_pop_0,-0.000722,-0.000576,-0.063202,0.059805
alpha_loc_1475_pop_0,0.000123,0.000366,-0.063392,0.061740
alpha_loc_1476_pop_0,0.000081,0.000276,-0.063297,0.062553
alpha_loc_1477_pop_0,-0.000275,-0.000494,-0.062618,0.062116
alpha_loc_1478_pop_0,0.000392,0.000108,-0.059467,0.061357
alpha_loc_1479_pop_0,0.000284,-0.000038,-0.060993,0.063133
alpha_loc_1480_pop_0,-0.000184,-0.000476,-0.061698,0.062204
alpha_loc_1481_pop_0,0.001563,0.001273,-0.059065,0.064225
alpha_loc_1482_pop_0,-0.000267,-0.000391,-0.065089,0.061181
alpha_loc_1483_pop_0,0.000170,0.000048,-0.060913,0.062794
alpha_loc_1484_pop_0,0.000456,0.000095,-0.061466,0.060703
alpha_loc_1485_pop_0,0.000129,0.000320,-0.063036,0.061444
alpha_loc_1486_pop_0,0.000025,-0.000465,-0.062545,0.062362
alpha_loc_1487_pop_0,-0.000030,-0.000549,-0.063270,0.063071
alpha_loc_1488_pop_0,0.000613,0.000752,-0.059223,0.063230
alpha_loc_1489_pop_0,0.000030,-0.000269,-0.062273,0.061419
alpha_loc_1490_pop_0,-0.000139,-0.000185,-0.061231,0.061344
alpha_loc_1491_pop_0,0.001686,0.001187,-0.058604,0.063166
alpha_loc_1492_pop_0,-0.000338,-0.000162,-0.061776,0.060938
alpha_loc_1493_pop_0,0.000752,0.000665,-0.059468,0.062262
alpha_loc_1494_pop_0,0.000270,-0.000197,-0.060287,0.062642
alpha_loc_1495_pop_0,0.001190,0.001179,-0.058657,0.062741
alpha_loc_1496_pop_0,0.000218,0.000194,-0.061035,0.064359
alpha_loc_1497_pop_0,-0.000840,-0.000682,-0.062335,0.059314
alpha_loc_1498_pop_0,-0.000114,0.000102,-0.063271,0.062062
alpha_loc_1499_pop_0,0.000921,0.000410,-0.058457,0.063674
alpha_loc_1500_pop_0,0.000009,0.000007,-0.062806,0.061111
alpha_loc_1501_pop_0,0.000318,0.000118,-0.061065,0.061080
alpha_loc_1502_pop_0,-0.000007,0.000008,-0.061845,0.062115
alpha_loc_1503_pop_0,0.000356,0.000113,-0.061554,0.060778
alpha_loc_1504_pop_0,-0.001538,-0.001181,-0.063720,0.058910
alpha_loc_1505_pop_0,0.000024,-0.000205,-0.060619,0.062379
alpha_loc_1506_pop_0,0.000393,0.000149,-0.060970,0.062256
alpha_loc_1507_pop_0,-0.000341,-0.000539,-0.063678,0.062882
alpha_loc_1508_pop_0,-0.000060,-0.000120,-0.062849,0.061637
alpha_loc_1509_pop_0,-0.000186,-0.000091,-0.063582,0.061650
alpha_loc_1510_pop_0,0.000236,0.000748,-0.062910,0.061645
alpha_loc_1511_pop_0,-0.000308,-0.000638,-0.061795,0.062894
alpha_loc_1512_pop_0,-0.000121,-0.000343,-0.061376,0.063433
alpha_loc_1513_pop_0,-0.000253,-0.000169,-0.063434,0.060947
alpha_loc_1514_pop_0,0.000720,0.000444,-0.060489,0.061119
alpha_loc_1515_pop_0,-0.000204,-0.000103,-0.060970,0.061602
alpha_loc_1516_pop_0,0.000684,0.000389,-0.060247,0.062507
alpha_loc_1517_pop_0,-0.000804,-0.001012,-0.063554,0.061836
alpha_loc_1518_pop_0,-0.000189,-0.000052,-0.062144,0.062140
alpha_loc_1519_pop_0,0.000090,-0.000255,-0.060980,0.061654
alpha_loc_1520_pop_0,-0.000409,-0.000429,-0.063677,0.061664
alpha_loc_1521_pop_0,0.000188,0.000177,-0.059542,0.062349
alpha_loc_1522_pop_0,-0.000690,-0.000523,-0.063153,0.061298
alpha_loc_1523_pop_0,-0.000398,-0.000117,-0.062379,0.062503
alpha_loc_1524_pop_0,0.000024,0.000062,-0.062884,0.062139
alpha_loc_1525_pop_0,0.000090,-0.000024,-0.063591,0.061577
alpha_loc_1526_pop_0,0.000091,0.000028,-0.061968,0.062470
alpha_loc_1527_pop_0,-0.000468,-0.000193,-0.061462,0.058562
alpha_loc_1528_pop_0,0.000541,0.000568,-0.060947,0.061654
alpha_loc_1529_pop_0,0.000100,0.000010,-0.061749,0.063048
alpha_loc_1530_pop_0,0.000552,0.000454,-0.060386,0.061839
alpha_loc_1531_pop_0,0.001812,0.001247,-0.060209,0.064268
alpha_loc_1532_pop_0,-0.000909,-0.000431,-0.063194,0.060889
alpha_loc_1533_pop_0,0.000054,-0.000230,-0.061638,0.060890
alpha_loc_1534_pop_0,-0.000366,-0.000272,-0.062587,0.060217
alpha_loc_1535_pop_0,0.000318,-0.000094,-0.061386,0.062522
alpha_loc_1536_pop_0,0.000216,0.000158,-0.062025,0.063578
alpha_loc_1537_pop_0,0.000440,0.000421,-0.061270,0.061808
alpha_loc_1538_pop_0,0.000241,0.000400,-0.061787,0.062678
alpha_loc_1539_pop_0,0.000152,-0.000203,-0.060859,0.064805
alpha_loc_1540_pop_0,0.000241,0.000064,-0.060525,0.062706
alpha_loc_1541_pop_0,0.001193,0.001323,-0.060628,0.061469
alpha_loc_1542_pop_0,0.000497,0.000452,-0.061534,0.063053
alpha_loc_1543_pop_0,0.000174,0.000371,-0.062802,0.061590
alpha_loc_1544_pop_0,-0.000205,0.000061,-0.062476,0.059588
alpha_loc_1545_pop_0,0.002039,0.001815,-0.058883,0.065058
alpha_loc_1546_pop_0,0.000180,-0.000057,-0.060978,0.061643
alpha_loc_1547_pop_0,-0.000019,-0.000093,-0.061149,0.061932
alpha_loc_1548_pop_0,-0.002520,-0.001883,-0.065527,0.057835
alpha_loc_1549_pop_0,0.000035,0.000016,-0.061965,0.061828
alpha_loc_1550_pop_0,-0.000200,0.000174,-0.062276,0.060652
alpha_loc_1551_pop_0,-0.000262,-0.000630,-0.063153,0.063186
alpha_loc_1552_pop_0,0.000121,-0.000201,-0.061110,0.063738
alpha_loc_1553_pop_0,-0.000061,0.000148,-0.062608,0.060915
alpha_loc_1554_pop_0,0.000255,0.000473,-0.059746,0.061433
alpha_loc_1555_pop_0,0.000429,0.000374,-0.061128,0.061149
alpha_loc_1556_pop_0,0.000218,0.000276,-0.062202,0.062051
alpha_loc_1557_pop_0,-0.000443,-0.000333,-0.062256,0.061908
alpha_loc_1558_pop_0,0.002272,0.002317,-0.058584,0.063694
alpha_loc_1559_pop_0,0.000462,0.000577,-0.060979,0.061438
alpha_loc_1560_pop_0,0.000380,0.000356,-0.061639,0.061084
alpha_loc_1561_pop_0,-0.000378,-0.000425,-0.060379,0.060932
alpha_loc_1562_pop_0,-0.000005,0.000086,-0.060832,0.060522
alpha_loc_1563_pop_0,-0.000530,-0.000605,-0.061604,0.062013
alpha_loc_1564_pop_0,0.000323,0.000372,-0.060008,0.062965
alpha_loc_1565_pop_0,-0.000382,0.000173,-0.063058,0.061569
alpha_loc_1566_pop_0,-0.000272,-0.000007,-0.063532,0.062384
alpha_loc_1567_pop_0,-0.000315,-0.000716,-0.061196,0.062705
alpha_loc_1568_pop_0,-0.000694,-0.000824,-0.062305,0.061683
alpha_loc_1569_pop_0,0.000618,0.000488,-0.059899,0.060090
alpha_loc_1570_pop_0,-0.000352,-0.000443,-0.063602,0.062428
alpha_loc_1571_pop_0,0.000198,0.000054,-0.060585,0.062627
alpha_loc_1572_pop_0,-0.000207,-0.000036,-0.063343,0.060192
alpha_loc_1573_pop_0,0.000238,0.000520,-0.062158,0.060821
alpha_loc_1574_pop_0,0.000494,0.000485,-0.061254,0.063445
alpha_loc_1575_pop_0,-0.000101,-0.000046,-0.064297,0.062125
alpha_loc_1576_pop_0,-0.003213,-0.002663,-0.066634,0.055977
alpha_loc_1577_pop_0,0.000310,0.000594,-0.061612,0.061262
alpha_loc_1578_pop_0,0.001020,0.001124,-0.060719,0.062389
alpha_loc_1579_pop_0,0.000501,0.000508,-0.060516,0.062069
alpha_loc_1580_pop_0,-0.000652,-0.000868,-0.062246,0.062033
alpha_loc_1581_pop_0,-0.000064,0.000018,-0.062479,0.061744
alpha_loc_1582_pop_0,0.000208,0.000081,-0.060357,0.061672
alpha_loc_1583_pop_0,-0.000849,-0.000943,-0.063398,0.059770
alpha_loc_1584_pop_0,0.000082,-0.000026,-0.060069,0.062586
alpha_loc_1585_pop_0,0.000564,0.000517,-0.059241,0.062429
alpha_loc_1586_pop_0,-0.000530,-0.000181,-0.063803,0.061545
alpha_loc_1587_pop_0,-0.000756,-0.000467,-0.062961,0.060619
alpha_loc_1588_pop_0,-0.000190,-0.000264,-0.061708,0.060828
alpha_loc_1589_pop_0,-0.000439,-0.000386,-0.061091,0.059945
alpha_loc_1590_pop_0,-0.000048,0.000072,-0.062333,0.060371
alpha_loc_1591_pop_0,-0.003506,-0.002854,-0.066696,0.056905
alpha_loc_1592_pop_0,-0.000179,-0.000616,-0.060494,0.062986
alpha_loc_1593_pop_0,-0.000122,-0.000122,-0.062013,0.060164
alpha_loc_1594_pop_0,0.000403,-0.000128,-0.061355,0.063612
alpha_loc_1595_pop_0,0.000193,0.000480,-0.062741,0.063121
alpha_loc_1596_pop_0,-0.000636,-0.000602,-0.064955,0.061579
alpha_loc_1597_pop_0,0.000677,0.000757,-0.061342,0.062019
alpha_loc_1598_pop_0,0.000186,0.000098,-0.060022,0.062358
alpha_loc_1599_pop_0,0.000744,0.000558,-0.060385,0.061063
alpha_loc_1600_pop_0,0.000268,0.000360,-0.061739,0.061333
alpha_loc_1601_pop_0,-0.000499,-0.000552,-0.061520,0.062675
alpha_loc_1602_pop_0,0.000245,-0.000216,-0.060781,0.062325
alpha_loc_1603_pop_0,-0.000932,-0.000834,-0.061406,0.061205
alpha_loc_1604_pop_0,0.000209,0.000284,-0.061122,0.064037
alpha_loc_1605_pop_0,0.000002,0.000179,-0.062663,0.062012
alpha_loc_1606_pop_0,0.000332,0.000510,-0.061204,0.062434
alpha_loc_1607_pop_0,-0.000282,0.000150,-0.062925,0.061584
alpha_loc_1608_pop_0,0.000939,0.001155,-0.060729,0.061859
alpha_loc_1609_pop_0,0.001827,0.001401,-0.058563,0.064344
alpha_loc_1610_pop_0,-0.000361,-0.000637,-0.061893,0.061608
alpha_loc_1611_pop_0,0.000033,-0.000126,-0.062827,0.063135
alpha_loc_1612_pop_0,0.000214,0.000439,-0.062583,0.061972
alpha_loc_1613_pop_0,-0.000042,-0.000132,-0.059970,0.061365
alpha_loc_1614_pop_0,-0.001032,-0.000900,-0.063820,0.059511
alpha_loc_1615_pop_0,0.000525,0.000423,-0.060449,0.061863
alpha_loc_1616_pop_0,-0.000294,-0.000374,-0.061976,0.063671
alpha_loc_1617_pop_0,-0.001367,-0.001006,-0.063402,0.060158
alpha_loc_1618_pop_0,-0.000002,0.000276,-0.061910,0.059875
alpha_loc_1619_pop_0,0.000070,0.000429,-0.062167,0.060160
alpha_loc_1620_pop_0,-0.000225,-0.000226,-0.062362,0.061302
alpha_loc_1621_pop_0,0.000455,0.000691,-0.060636,0.062170
alpha_loc_1622_pop_0,0.001018,0.001068,-0.060881,0.063376
alpha_loc_1623_pop_0,0.002448,0.002229,-0.057731,0.066959
alpha_loc_1624_pop_0,-0.000307,-0.000217,-0.061410,0.061910
alpha_loc_1625_pop_0,-0.000327,-0.000350,-0.061715,0.061147
alpha_loc_1626_pop_0,-0.000705,-0.000470,-0.062241,0.060247
alpha_loc_1627_pop_0,0.000948,0.000570,-0.059659,0.064721
alpha_loc_1628_pop_0,-0.000837,-0.000795,-0.063256,0.060071
alpha_loc_1629_pop_0,0.000143,0.000285,-0.063335,0.063879
alpha_loc_1630_pop_0,0.000592,0.000978,-0.062409,0.063070
alpha_loc_1631_pop_0,0.000475,0.000527,-0.060770,0.061455
alpha_loc_1632_pop_0,-0.000213,0.000198,-0.062332,0.060875
alpha_loc_1633_pop_0,-0.000368,-0.000399,-0.061935,0.059491
alpha_loc_1634_pop_0,0.000976,0.001023,-0.060866,0.064358
alpha_loc_1635_pop_0,-0.000464,-0.000462,-0.061408,0.059481
alpha_loc_1636_pop_0,0.000379,0.000258,-0.061726,0.063202
alpha_loc_1637_pop_0,-0.000219,-0.000025,-0.062690,0.061843
alpha_loc_1638_pop_0,0.000020,0.000308,-0.063800,0.061748
alpha_loc_1639_pop_0,0.000582,0.000620,-0.059574,0.062639
alpha_loc_1640_pop_0,0.000266,0.000320,-0.062123,0.061364
alpha_loc_1641_pop_0,0.000965,0.000818,-0.061071,0.061840
alpha_loc_1642_pop_0,0.000931,0.001246,-0.061096,0.062373
alpha_loc_1643_pop_0,-0.000179,-0.000313,-0.061229,0.062704
alpha_loc_1644_pop_0,0.000628,0.000666,-0.061406,0.061612
alpha_loc_1645_pop_0,-0.000670,-0.000160,-0.062529,0.061822
alpha_loc_1646_pop_0,-0.000460,-0.000673,-0.061804,0.060767
alpha_loc_1647_pop_0,0.000497,0.000244,-0.062984,0.061401
alpha_loc_1648_pop_0,-0.000380,-0.000352,-0.064163,0.061766
alpha_loc_1649_pop_0,0.000699,0.000686,-0.061057,0.062414
alpha_loc_1650_pop_0,0.000595,0.000612,-0.059726,0.063528
alpha_loc_1651_pop_0,0.000426,0.000329,-0.059675,0.062353
alpha_loc_1652_pop_0,0.000141,0.000370,-0.063231,0.060864
alpha_loc_1653_pop_0,-0.000574,-0.000639,-0.062288,0.060637
alpha_loc_1654_pop_0,-0.000550,-0.000131,-0.063338,0.062009
alpha_loc_1655_pop_0,0.000555,0.001065,-0.062452,0.061581
alpha_loc_1656_pop_0,-0.000814,-0.000740,-0.063435,0.061727
alpha_loc_1657_pop_0,-0.000193,0.000309,-0.064819,0.061926
alpha_loc_1658_pop_0,-0.000424,-0.000747,-0.061577,0.061226
alpha_loc_1659_pop_0,0.000634,0.000851,-0.061475,0.063169
alpha_loc_1660_pop_0,-0.000561,-0.000391,-0.062720,0.060202
alpha_loc_1661_pop_0,0.000470,0.000603,-0.062972,0.062133
alpha_loc_1662_pop_0,0.000186,0.000064,-0.061175,0.061351
alpha_loc_1663_pop_0,0.000473,0.000032,-0.059979,0.062345
alpha_loc_1664_pop_0,0.000037,0.000201,-0.060554,0.062575
alpha_loc_1665_pop_0,-0.000140,-0.000075,-0.062570,0.061892
alpha_loc_1666_pop_0,0.000415,0.000213,-0.059133,0.062863
alpha_loc_1667_pop_0,0.000228,0.000012,-0.061575,0.061331
alpha_loc_1668_pop_0,0.000319,-0.000045,-0.060257,0.061279
alpha_loc_1669_pop_0,-0.001093,-0.000914,-0.063471,0.060038
alpha_loc_1670_pop_0,-0.000322,-0.000324,-0.061514,0.061627
alpha_loc_1671_pop_0,-0.002052,-0.001379,-0.063700,0.060005
alpha_loc_1672_pop_0,0.000188,-0.000103,-0.062025,0.060724
alpha_loc_1673_pop_0,0.000002,-0.000320,-0.060812,0.061343
alpha_loc_1674_pop_0,-0.000855,-0.000605,-0.064016,0.060584
alpha_loc_1675_pop_0,0.000705,0.000325,-0.059807,0.063253
alpha_loc_1676_pop_0,-0.000104,-0.000193,-0.063254,0.061574
alpha_loc_1677_pop_0,-0.001344,-0.000568,-0.064776,0.059017
alpha_loc_1678_pop_0,-0.000203,-0.000108,-0.062040,0.062183
alpha_loc_1679_pop_0,0.000019,0.000521,-0.062749,0.060340
alpha_loc_1680_pop_0,0.001086,0.001157,-0.061207,0.063474
alpha_loc_1681_pop_0,0.001152,0.001016,-0.060263,0.061690
alpha_loc_1682_pop_0,-0.000049,-0.000199,-0.062198,0.063510
alpha_loc_1683_pop_0,-0.001256,-0.001046,-0.064724,0.058365
alpha_loc_1684_pop_0,-0.000025,0.000057,-0.062015,0.061204
alpha_loc_1685_pop_0,-0.000469,-0.000695,-0.061675,0.058635
alpha_loc_1686_pop_0,-0.000267,-0.000485,-0.064724,0.060788
alpha_loc_1687_pop_0,-0.000143,-0.000163,-0.062629,0.063201
alpha_loc_1688_pop_0,0.003349,0.002734,-0.056900,0.067135
alpha_loc_1689_pop_0,0.000992,0.001128,-0.059205,0.062816
alpha_loc_1690_pop_0,-0.000142,-0.000701,-0.062124,0.062684
alpha_loc_1691_pop_0,0.001658,0.001415,-0.058528,0.063713
alpha_loc_1692_pop_0,0.000810,0.000497,-0.059451,0.061502
alpha_loc_1693_pop_0,0.000107,0.000286,-0.061586,0.060891
alpha_loc_1694_pop_0,0.000766,0.000481,-0.059866,0.064329
alpha_loc_1695_pop_0,0.001196,0.000731,-0.058672,0.064458
alpha_loc_1696_pop_0,0.000993,0.000653,-0.060180,0.063968
alpha_loc_1697_pop_0,-0.000111,-0.000187,-0.061142,0.061457
alpha_loc_1698_pop_0,0.000006,-0.000277,-0.061394,0.063204
alpha_loc_1699_pop_0,0.000686,0.000318,-0.060270,0.065449
alpha_loc_1700_pop_0,-0.001222,-0.001339,-0.062730,0.059312
alpha_loc_1701_pop_0,-0.000845,-0.000864,-0.063773,0.060610
alpha_loc_1702_pop_0,-0.000312,-0.000450,-0.063321,0.061805
alpha_loc_1703_pop_0,0.000639,0.000694,-0.060676,0.063022
alpha_loc_1704_pop_0,-0.001408,-0.001075,-0.061802,0.058712
alpha_loc_1705_pop_0,0.000265,-0.000149,-0.060672,0.062528
alpha_loc_1706_pop_0,0.001220,0.000937,-0.060217,0.062529
alpha_loc_1707_pop_0,0.002586,0.002103,-0.056937,0.065832
alpha_loc_1708_pop_0,-0.000254,-0.000152,-0.062503,0.061611
alpha_loc_1709_pop_0,0.000165,0.000256,-0.062272,0.062298
alpha_loc_1710_pop_0,-0.000083,0.000015,-0.062983,0.062218
alpha_loc_1711_pop_0,-0.000434,-0.000144,-0.062926,0.060075
alpha_loc_1712_pop_0,-0.000021,-0.000385,-0.061613,0.064021
alpha_loc_1713_pop_0,0.000180,0.000037,-0.059164,0.061768
alpha_loc_1714_pop_0,-0.000102,-0.000296,-0.063080,0.062293
alpha_loc_1715_pop_0,0.000819,0.000456,-0.061269,0.063309
alpha_loc_1716_pop_0,0.000608,0.000157,-0.059885,0.063383
alpha_loc_1717_pop_0,-0.000328,0.000012,-0.061681,0.060157
alpha_loc_1718_pop_0,-0.000440,-0.000655,-0.062239,0.062200
alpha_loc_1719_pop_0,-0.000047,-0.000013,-0.061341,0.060136
alpha_loc_1720_pop_0,0.002770,0.002342,-0.057292,0.067305
alpha_loc_1721_pop_0,0.000326,0.000111,-0.059312,0.062469
alpha_loc_1722_pop_0,-0.001824,-0.001478,-0.065486,0.059306
alpha_loc_1723_pop_0,-0.000229,-0.000335,-0.061250,0.060258
alpha_loc_1724_pop_0,0.001426,0.001067,-0.057771,0.062870
alpha_loc_1725_pop_0,0.000153,-0.000029,-0.061108,0.062976
alpha_loc_1726_pop_0,-0.002383,-0.002322,-0.065080,0.059118
alpha_loc_1727_pop_0,0.000586,0.001042,-0.062519,0.062429
alpha_loc_1728_pop_0,0.000330,0.000126,-0.060903,0.062459
alpha_loc_1729_pop_0,0.001601,0.001305,-0.058711,0.064858
alpha_loc_1730_pop_0,0.000214,0.000133,-0.061069,0.062617
alpha_loc_1731_pop_0,0.000559,0.000239,-0.062220,0.063973
